,titulo,descricao_do_recurso,tipo_de_recurso
307, Diagnosticar a tuberculose activa | Quimica | Khan Academy, Este vídeo ensina: Descubra como podemos usar pistas clínicos para ajudar a descobrir se alguém tem uma infecção activa TB. Esses vídeos não fornecem aconselhamento médico e são apenas para fins informativos. Os vídeos não são destinados a ser um substituto para o profissional médico conselho <VIRGULA> diagnóstico ou tratamento. Sempre procurar o aconselhamento de um profissional de saúde qualificado com qualquer dúvida que possa ter a respeito de uma condição médica. Nunca desrespeito profissional médico ou atraso na procura por causa de algo que você tenha lido ou visto em qualquer vídeo Khan Academy. CRIADO POR Stanford School of Medicine . Assista a próxima aula: LINK_REMOVIDO, Vídeo
308, Prevenção da TB usando o 4 Eus | Vida e medicina | Khan Academy, Este vídeo ensina: Saiba como ajudar a prevenir a doença TB usando Intensivo caso constatação <VIRGULA> Isoniazida <VIRGULA> isolamento e Imunização. Esses vídeos não fornecem aconselhamento médico e são apenas para fins informativos. Os vídeos não são destinados a ser um substituto para o profissional médico conselho <VIRGULA> diagnóstico ou tratamento. Sempre procurar o aconselhamento de um profissional de saúde qualificado com qualquer dúvida que possa ter a respeito de uma condição médica. Nunca desrespeito profissional médico ou atraso na procura por causa de algo que você tenha lido ou visto em qualquer vídeo Khan Academy. CRIADO POR Stanford School of Medicine . Assista a próxima aula: LINK_REMOVIDO, Vídeo
309, Pergunte-me qualquer coisa (arquivado) | Pergunte a um físico! (arquivado) | Física | Khan Academy, Infelizmente <VIRGULA> essa sessão Pergunte-me qualquer coisa não existe mais. Agradecemos a todos que participaram <VIRGULA> perguntando ou respondendo às perguntas. Foram inúmeras <VIRGULA> fascinantes e interessantes questões. Além disso <VIRGULA> quero pensar mais em muitas delas. Faça isso você também e podemos ter outra sessão como essa no futuro. Bom trabalho a todos os envolvidos! Olá pessoal <VIRGULA> meu nome é David e eu amo física. Você tem alguma pergunta ou comentário sobre física? Eu vou dar uma olhada na sessão de comentários com frequência até o dia 2 de agosto ao meio-dia <VIRGULA> e vou responder sempre que possível. Além disso <VIRGULA> fique à vontade para responder às perguntas de outras pessoas se você souber a resposta.Sobre a Khan Academy: A Khan Academy oferece exercícios <VIRGULA> vídeos e um painel de aprendizado personalizado para ajudar estudantes a aprenderem no seu próprio ritmo <VIRGULA> dentro e fora da sala de aula. Temos conteúdos de matemática <VIRGULA> ciências e programação <VIRGULA> do jardim da infância ao ensino superior <VIRGULA> com tecnologia de ponta. De graça <VIRGULA> para todos e para sempre. #YouCanLearnAnythingSe inscreva no canal: LINK_REMOVIDO, Vídeo
310, Tuberculose e VIH | Quimica | Khan Academy, Este vídeo ensina: Duas doenças mortais <VIRGULA> HIV e tuberculose <VIRGULA> pode muitas vezes co-existem no mesmo paciente. Esses vídeos não fornecem aconselhamento médico e são apenas para fins informativos. Os vídeos não são destinados a ser um substituto para o profissional médico conselho <VIRGULA> diagnóstico ou tratamento. Sempre procurar o aconselhamento de um profissional de saúde qualificado com qualquer dúvida que possa ter a respeito de uma condição médica. Nunca desrespeito profissional médico ou atraso na procura por causa de algo que você tenha lido ou visto em qualquer vídeo Khan Academy. CRIADO POR Stanford School of Medicine . Assista a próxima aula: LINK_REMOVIDO, Vídeo
311, Entropia: Abrace o caos | Termodinâmica | Quimica | Khan Academy, Este vídeo ensina: A vida é caos e do universo tende para a desordem. Mas por que? Se você pensar nisso <VIRGULA> existem apenas algumas maneiras para que as coisas sejam dispostos de forma organizada <VIRGULA> mas há quase infinitas outras maneiras para essas mesmas coisas para ser arranjado. regras simples de probabilidade ditam que é muito mais provável para o material a ser em um dos muitos estados desorganizadas do que em um dos poucos estados organizados. Esta tendência é tão inevitável que é conhecido como a 2ª lei da termodinâmica. Obviamente <VIRGULA> a desordem é um negócio muito grande no universo e que o torna um negócio muito grande em química - é um negócio tão grande que os cientistas têm um nome especial para ele: entropia. Em química <VIRGULA> entropia é a medida de aleatoriedade molecular <VIRGULA> ou distúrbio. Para os próximos treze minutos <VIRGULA> Hank espera que você vai abraçar o caos que ele ensina sobre entropia.Assista a próxima aula: LINK_REMOVIDO, Vídeo
312, Ecologia - Regras para se viver na Terra | Biologia | Khan Academy, Este vídeo ensina: Hank nos introduz à ecologia - o estudo das regras de engajamento para todos nós terráqueos - que procura explicar por que o mundo olha e age da maneira que faz. O mundo está repleto de coisas <VIRGULA> animados e não <VIRGULA> que foram interagindo uns com os outros o tempo todo <VIRGULA> todos os dias <VIRGULA> desde que a vida neste planeta começou <VIRGULA> e essas interações dependem principalmente em apenas duas coisas ... Saiba o que eles são tão Bater Biologia curso tem sua última viagem fora do corpo e em todo o mundo. CRIADO POR EcoGeek . Assista a próxima aula: LINK_REMOVIDO, Vídeo
313, TB resistente a fármacos | Quimica | Khan Academy, Este vídeo ensina: Saiba os diferentes tipos de tuberculose resistente a medicamentos Esses vídeos não fornecem aconselhamento médico e são apenas para fins informativos. Os vídeos não são destinados a ser um substituto para o profissional médico conselho <VIRGULA> diagnóstico ou tratamento. Sempre procurar o aconselhamento de um profissional de saúde qualificado com qualquer dúvida que possa ter a respeito de uma condição médica. Nunca desrespeito profissional médico ou atraso na procura por causa de algo que você tenha lido ou visto em qualquer vídeo Khan Academy. CRIADO POR Stanford School of Medicine . Assista a próxima aula: LINK_REMOVIDO, Vídeo
314, Tuberculose extrapulmonar (Parte 2) | Quimica | Khan Academy, Este vídeo ensina: Saiba mais sobre como a tuberculose pode se espalhar além de seus pulmões. Esses vídeos não fornecem aconselhamento médico e são apenas para fins informativos. Os vídeos não são destinados a ser um substituto para o profissional médico conselho <VIRGULA> diagnóstico ou tratamento. Sempre procurar o aconselhamento de um profissional de saúde qualificado com qualquer dúvida que possa ter a respeito de uma condição médica. Nunca desrespeito profissional médico ou atraso na procura por causa de algo que você tenha lido ou visto em qualquer vídeo Khan Academy. CRIADO POR Stanford School of Medicine . Assista a próxima aula: LINK_REMOVIDO, Vídeo
315, Prevenção da transmissão do TB | Vida e medicina | Khan Academy, Este vídeo ensina: Há uma série de maneiras que podem ajudar a prevenir a TB se espalhe <VIRGULA> aprender algumas das mais comuns. Rishi é um médico infectologista pediátrica e trabalha na Khan Academy. Esses vídeos não fornecem aconselhamento médico e são apenas para fins informativos. Os vídeos não são destinados a ser um substituto para o profissional médico conselho <VIRGULA> diagnóstico ou tratamento. Sempre procurar o aconselhamento de um profissional de saúde qualificado com qualquer dúvida que possa ter a respeito de uma condição médica. Nunca desrespeito profissional médico ou atraso na procura por causa de algo que você tenha lido ou visto em qualquer vídeo Khan Academy. CRIADO POR Stanford School of Medicine . Assista a próxima aula: LINK_REMOVIDO, Vídeo
316, Rhapsody na prova de pi = 4 | Matemática | Khan Academy, Este vídeo ensina: Correção: quando eu marcar onde pi está no gráfico <VIRGULA> eu quis dizer pi/2! Observação: Se este vídeo fosse para ensinar a você <VIRGULA> eu provavelmente teria que torná-lo chato e dizer que <VIRGULA> em um certo sentido de limites <VIRGULA> alerta de spoiler <VIRGULA> você realmente aproxima um círculo e uma reta <VIRGULA> resolvendo o paradoxo aparente <VIRGULA> dizendo que o invariante de comprimento não se mantém infinitamente. Felizmente eu sou um artista <VIRGULA> e esta é uma rapsódia <VIRGULA> e em vez de aprendizagem <VIRGULA> você realmente pensa <VIRGULA> se quiser. Criado por Vi Hart.Assista a próxima aula: LINK_REMOVIDO, Vídeo
317, Pergunte a um biólogo (questões arquivadas) | Pergunte a um biólogo (arquivo) | Biologia | Khan, Este vídeo ensina: Perguntas de 30 de julho a 02 de agosto de 2015 e agora está FECHADO (arquivado). Veja abaixo para consultar as perguntas ou faça sua própria pergunta na seção de comentários de outro vídeo ou artigo!Pergunte a um biólogo (arquivo) na Khan Academy: Este vídeo esteve aberto para perguntas de 30 de julho a 02 de agosto de 2015 e agora está FECHADO (arquivado). Veja abaixo para consultar as perguntas ou faça sua própria pergunta na seção de comentários de outro vídeo ou artigo!Quer um tutor virtual para Pergunte a um biólogo (arquivo)? Habilite a missão Pergunte a um biólogo (arquivo) na Khan Academy aqui: LINK_REMOVIDO, Vídeo
318, Tratamento do Active TB | Vida e medicina | Khan Academy, Este vídeo ensina:Saiba quais medicamentos ajudam a prevenir a doença tuberculose ativa. Esses vídeos não fornecem aconselhamento médico e são apenas para fins informativos. Os vídeos não são destinados a ser um substituto para o profissional médico conselho <VIRGULA> diagnóstico ou tratamento. Sempre procurar o aconselhamento de um profissional de saúde qualificado com qualquer dúvida que possa ter a respeito de uma condição médica. Nunca desrespeito profissional médico ou atraso na procura por causa de algo que você tenha lido ou visto em qualquer vídeo Khan Academy. CRIADO POR Stanford School of Medicine . Assista a próxima aula: LINK_REMOVIDO, Vídeo
319, Chegou o HORA DO ENEM, O Hora do Enem é um projeto pensado para você que vai fazer o Exame Nacional do Ensino Médio. Tão certo quanto o átomo não é a menor porção da matéria <VIRGULA> aqui você irá encontrar uma forma de estudar que se encaixa no seu perfil. Pode escolher: dá para acompanhar o programa de TV <VIRGULA> fazer simulados online <VIRGULA> criar um plano de estudos adequado às suas necessidades <VIRGULA> baixar vídeos ou ter tudo isso praticamente ao mesmo tempo! Você vai acessar notícias <VIRGULA> receber orientações de como se preparar para a prova <VIRGULA> ver questões que já caíram nos anos anteriores comentadas por professores <VIRGULA> conhecer estudantes que estão vivendo essa mesma etapa da vida e <VIRGULA> assim <VIRGULA> chegar ao dia do exame mais seguro e confiante., Vídeo
320, Programa 15 - Redação: o desafio de escrever com tempo cronometrado, A Redação do ENEM é feita no mesmo dia das questões de Matemática e Língua Portuguesa. Resultado: o tempo para escrever é cronometrado. Pensando nisso <VIRGULA> o Professor Rogério Muraro e o estudante Lucas Almeida <VIRGULA> nota mil em Redação no ENEM 2014 <VIRGULA> debatem a importância da leitura <VIRGULA> como estruturar as ideias do texto a partir da técnica de brainstorm e a importância estratégica de elaborar o rascunho. Em dois vídeos <VIRGULA> o Professor Roberto Gaba dá sugestões sobre como adquirir repertório e sugere a técnica de alternância da escrita da Redação com a realização das demais questões do ENEM., Vídeo
